Router Name,Country Code,Bandwidth (KB/s),Uptime (Hours),IP Address,Hostname,ORPort,DirPort,Flag - Authority,Flag - Exit,Flag - Fast,Flag - Guard,Flag - Named,Flag - Stable,Flag - Running,Flag - Valid,Flag - V2Dir,Platform,Flag - Hibernating,Flag - Bad Exit,FirstSeen,ASName,ASNumber,ConsensusBandwidth,OrAddress
mef,FR,39,472,94.23.248.158,kis.kim-minh.com,9001,None,0,0,1,0,0,1,1,1,0,Tor 0.2.5.12 on Linux,0,0,2015-10-03,OVH - FR,16276,125,None
molestache,US,39,73,159.203.253.183,159.203.253.183,80,443,0,0,1,0,0,1,1,1,1,Tor 0.2.9.8 on Linux,0,0,2016-11-16,DIGITALOCEAN-ASN - Digital Ocean- Inc.- US,14061,228,None
moustache,FR,39,2888,149.202.63.214,214.ip-149-202-63.eu,9001,9030,0,1,1,0,0,1,1,1,1,Tor 0.2.7.6 on Linux,0,0,2016-10-05,OVH - FR,16276,209,None
privacyiskey1776,US,39,266,68.206.20.134,cpe-68-206-20-134.gt.res.rr.com,9001,None,0,0,1,0,0,1,1,1,0,Tor 0.2.9.8 on Linux,0,0,2016-01-20,SCRR-11427 - Time Warner Cable Internet LLC- US,11427,253,None
relayautomatenpark,DE,39,2170,85.214.23.188,parkautomat.net,18091,None,0,0,1,0,0,1,1,1,0,Tor 0.2.6.10 on Linux,0,0,2013-08-05,STRATO STRATO AG- DE,6724,728,None
t24honk,AT,39,75,62.178.135.3,62.178.135.3,39001,39030,0,0,1,0,0,0,1,1,1,Tor 0.2.5.12 on Linux,0,0,2017-01-30,LGI-UPC formerly known as UPC Broadband Holding B.V.- AT,6830,240,None
TheSpy,PT,39,2784,85.240.255.230,bl7-255-230.dsl.telepac.pt,443,9002,0,0,1,0,0,1,1,1,1,Tor 0.2.6.10 on Linux,0,0,2014-08-29,MEO-RESIDENCIAL - PT,3243,174,None
Uni27,US,39,1895,54.186.104.105,ec2-54-186-104-105.us-west-2.compute.amazonaws.com,9001,9030,0,0,1,0,0,1,1,1,1,Tor 0.2.7.6 on Linux,0,0,2016-10-24,AMAZON-02 - Amazon.com- Inc.- US,16509,320,None
Unnamed,US,39,8483,162.243.8.161,162.243.8.161,9001,9030,0,0,1,0,0,1,1,1,1,Tor 0.2.7.6 on Linux,0,0,2016-02-15,DIGITALOCEAN-ASN-NY2 - Digital Ocean- Inc.- US,62567,199,None
Unnamed,DE,39,98,188.194.5.209,ipbcc205d1.dynamic.kabel-deutschland.de,443,80,0,0,1,0,0,1,1,1,1,Tor 0.2.5.12 on Linux,0,0,2016-09-19,KABELDEUTSCHLAND-AS - DE,31334,145,None
Unnamed,FR,39,290,109.190.182.44,44-182-190-109.dsl.ovh.fr,9001,None,0,1,0,0,0,1,1,1,0,Tor 0.2.5.12 on Linux,0,0,2017-01-22,OVH-TELECOM - FR,35540,8,None
Unnamed,FR,39,1878,163.172.134.238,238-134-172-163.rev.cloud.scaleway.com,9001,None,0,1,0,0,0,1,1,1,0,Tor 0.2.4.27 on Linux,0,0,2016-06-12,AS12876 - FR,12876,21,None
burning,DE,40,19,217.239.15.219,pD9EF0FDB.dip0.t-ipconnect.de,9001,9030,0,0,1,0,0,0,1,1,1,Tor 0.2.4.27 on Linux,0,0,2015-12-11,DTAG Internet service provider operations- DE,3320,104,None
ForKeainmeistrum,FR,40,827,176.143.8.195,mas91-h01-176-143-8-195.dsl.sta.abo.bbox.fr,9001,9030,0,0,1,0,0,1,1,1,1,Tor 0.2.5.12 on Linux,0,0,2016-09-18,ASN-BOUYGTEL-MOBILE - FR,12844,139,None
HerpDerp02,US,40,765,45.36.91.120,cpe-45-36-91-120.triad.res.rr.com,9001,9030,0,0,1,0,0,1,1,1,1,Tor 0.2.7.6 on Linux,0,0,2017-01-02,SCRR-11426 - Time Warner Cable Internet LLC- US,11426,238,None
Pi,PT,40,1305,94.60.255.42,42.255.60.94.rev.vodafone.pt,443,None,0,0,1,0,0,1,1,1,0,Tor 0.2.8.9 on Linux,0,0,2015-04-18,VODAFONE-PT Vodafone Portugal- PT,12353,324,None
RwellDotOrg3000,US,40,21,67.245.106.48,cpe-67-245-106-48.nyc.res.rr.com,12000,12001,0,0,1,0,0,0,1,1,1,Tor 0.2.4.27 on Linux,0,0,2015-01-07,SCRR-12271 - Time Warner Cable Internet LLC- US,12271,196,None
saygutentag11,DE,40,1575,84.200.50.18,84.200.50.18,9001,None,0,1,1,0,0,1,1,1,0,Tor 0.2.8.8 on Linux,0,0,2016-10-13,ACCELERATED-IT - DE,31400,97,None
TH0r1,DE,40,96,80.132.178.182,p5084B2B6.dip0.t-ipconnect.de,9001,9030,0,0,1,0,0,1,1,1,1,Tor 0.2.5.12 on Linux,0,0,2016-11-29,DTAG Internet service provider operations- DE,3320,170,None
Tiger69,DE,40,433,217.160.179.233,s18508735.onlinehome-server.info,9001,None,0,0,1,0,0,1,1,1,0,Tor 0.2.9.8 on Linux,0,0,2015-08-24,ONEANDONE-AS Brauerstrasse 48- DE,8560,145,None
toxiroxiNL1,NL,40,609,185.14.28.154,nl.tor,443,80,0,0,1,0,0,1,1,1,1,Tor 0.2.9.8 on Linux,0,0,2016-04-28,SERVERIUS-AS - NL,50673,104,None
Ulysses,HU,40,842,84.3.0.53,54030035.catv.pool.telekom.hu,9001,9030,0,1,1,0,0,1,1,1,1,Tor 0.2.5.12 on Linux,0,0,2016-12-29,HTC-AS Magyar Telekom Nyrt.- HU,5483,52,None
unnapi,DE,40,131,91.89.253.216,HSI-KBW-091-089-253-216.hsi2.kabel-badenwuerttemberg.de,9001,9030,0,0,1,0,0,1,1,1,1,Tor 0.2.5.12 on Linux,0,0,2016-01-21,KABELBW-ASN - DE,29562,172,None
abrazocorte77,RU,41,30,37.204.131.79,broadband-37.204-131-79.moscow.rt.ru,14973,14972,0,0,1,0,0,1,1,1,1,Tor 0.2.9.9 on Linux,0,0,2015-11-15,NCNET-AS - RU,42610,297,None
default,JP,41,148,180.63.83.156,i180-63-83-156.s41.a027.ap.plala.or.jp,443,9030,0,0,1,0,0,1,1,1,1,Tor 0.2.4.23 on Windows 8,0,0,2016-01-18,OCN NTT Communications Corporation- JP,4713,303,None
Dementor,DE,41,78,83.171.162.206,ppp-83-171-162-206.dynamic.mnet-online.de,9001,9030,0,0,1,0,0,1,1,1,1,Tor 0.2.4.27 on Linux,0,0,2015-10-11,MNET-AS Germany- DE,8767,82,None
Dysprosium,DE,41,18,78.52.215.249,x4e34d7f9.dyn.telefonica.de,443,9030,0,0,1,0,0,0,1,1,1,Tor 0.3.0.0-alpha-dev on Linux,0,0,2014-02-08,TDDE-ASN1 - DE,6805,240,None
hejehuja,HU,41,945,89.132.225.250,catv-89-132-225-250.catv.broadband.hu,9001,9030,0,0,1,0,0,1,1,1,1,Tor 0.2.5.12 on Linux,0,0,2016-01-30,LGI-UPC formerly known as UPC Broadband Holding B.V.- AT,6830,227,None
miranoa,UA,41,513,91.231.86.204,91-231-86-204.saaki.net,443,80,0,0,1,0,0,1,1,1,1,Tor 0.2.6.10 on Linux,0,0,2015-11-06,UKRNAMES-AS - UA,197726,236,None
theCreativeNothing,US,41,550,184.56.173.16,cpe-184-56-173-16.neo.res.rr.com,443,None,0,0,1,0,0,1,1,1,0,Tor 0.2.5.12 on Linux,0,0,2016-06-09,SCRR-10796 - Time Warner Cable Internet LLC- US,10796,404,None
Unnamed,CA,41,8387,159.203.17.103,159.203.17.103,9001,9030,0,0,1,0,0,1,1,1,1,Tor 0.2.7.6 on Linux,0,0,2016-02-19,DIGITALOCEAN-ASN-CA1 - Digital Ocean- Inc.- US,394362,198,None
Unnamed,US,41,16,75.137.112.88,75-137-112-88.dhcp.gnvl.sc.charter.com,443,9030,0,0,0,0,0,1,1,1,1,Tor 0.2.4.23 on Windows 7,0,0,2016-04-22,CHARTER-NET-HKY-NC - Charter Communications- US,20115,10,None
VS,DE,41,34,134.91.78.143,tor.vs.uni-duisburg-essen.de,8193,15832,0,0,1,0,0,1,1,1,1,Tor 0.2.5.12 on Linux,0,0,2013-08-21,DFN Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.- DE,680,284,None
0xbadc0ffe,DE,42,63,79.222.255.180,p4FDEFFB4.dip0.t-ipconnect.de,9001,9003,0,0,1,0,0,0,1,1,1,Tor 0.2.9.6-rc on Linux,0,0,2016-04-23,DTAG Internet service provider operations- DE,3320,243,None
acelewis4,CA,42,892,138.197.131.213,138.197.131.213,9001,None,0,0,1,0,0,1,1,1,0,Tor 0.2.5.12 on Linux,0,0,2016-12-27,DIGITALOCEAN-ASN-CA1 - Digital Ocean- Inc.- US,394362,215,None
frolix8,JP,42,81,153.120.42.137,www21123ui.sakura.ne.jp,110,143,0,0,1,0,0,1,1,1,1,Tor 0.2.9.9 on Linux,0,0,2014-06-28,SAKURA-A SAKURA Internet Inc.- JP,7684,467,None
GoingNowhere,US,42,43,69.164.210.142,niggas-cant.getmyip.com,9001,None,0,0,1,0,0,1,1,1,0,Tor 0.2.9.8 on Linux,0,0,2017-01-03,LINODE-AP Linode- LLC- US,63949,79,None
Merk01,NL,42,4150,178.62.252.234,178.62.252.234,9001,9030,0,0,1,0,0,1,1,1,1,Tor 0.2.7.6 on Linux,0,0,2014-10-14,DIGITALOCEAN-ASN-3 - NL,202018,371,None
obliqueasymptote,US,42,167,50.76.159.218,50-76-159-218-static.hfc.comcastbusiness.net,443,9030,0,1,1,0,0,1,1,1,1,Tor 0.2.4.23 on Windows 7,0,0,2014-07-19,COMCAST-7922 - Comcast Cable Communications- LLC- US,7922,32,None
Parthicus,US,42,141,104.131.87.180,elpis.amyanddavid.net,9001,None,0,0,1,0,0,1,1,1,0,Tor 0.2.7.6 on OpenBSD,0,0,2017-01-28,DIGITALOCEAN-ASN-NY3 - Digital Ocean- Inc.- US,393406,238,None
radiofreerobotron,GB,42,853,178.79.136.230,radiofreerobotron.net,9001,None,0,0,1,0,0,1,1,1,0,Tor 0.2.5.12 on Linux,0,0,2015-05-24,LINODE-AP Linode- LLC- US,63949,182,None
rainmadecloud,US,42,168,107.170.247.33,107.170.247.33,443,None,0,0,1,0,0,1,1,1,0,Tor 0.2.4.23 on Linux,0,0,2014-07-28,DIGITALOCEAN-ASN - Digital Ocean- Inc.- US,14061,385,None
Rapfi,DE,42,452,95.89.235.137,ip5f59eb89.dynamic.kabel-deutschland.de,9001,9030,0,0,1,0,0,1,1,1,1,Tor 0.2.4.27 on Linux,0,0,2017-01-06,KABELDEUTSCHLAND-AS - DE,31334,191,None
Rattlesnake,DE,42,917,31.25.44.55,31.25.44.55,443,9030,0,0,1,0,0,1,1,1,1,Tor 0.2.7.6 on Windows 7,0,0,2016-02-02,NECKARCOM-AS - DE,41998,245,None
Unnamed,US,42,4241,69.28.92.35,69.28.92.35,9001,9030,0,0,1,0,0,1,1,1,1,Tor 0.2.7.6 on Linux,0,0,2016-03-01,ATLANTIC-NET-1 - Atlantic.net- Inc.- US,6364,148,None
wansabai2,SG,42,234,188.166.240.182,188.166.240.182,443,80,0,0,1,0,0,1,1,1,1,Tor 0.2.9.9 on Linux,0,0,2016-12-10,DIGITALOCEAN-AS-AP Digital Ocean- Inc.- SG,133165,424,[2400:6180:0:d0::19c9:a001]:9050
Animus,RU,43,659,195.13.50.211,vortex.lynxtelecom.net,9001,9030,0,0,0,0,0,0,1,1,1,Tor 0.2.4.27 on Linux,0,0,2014-06-15,KAZAKOV-AS - RU,58319,8,None
bigpipess23,NZ,43,1976,210.54.35.24,210.54.35.24,443,80,0,0,1,0,0,1,1,1,1,Tor 0.2.8.9 on Linux,0,0,2016-07-17,SPARKVENT-AS-AP Spark Ventures- NZ,133124,365,None
birdbird,CZ,43,2264,91.197.234.106,91.197.234.106,7785,11111,0,0,1,0,0,0,1,1,1,Tor 0.2.7.6 on Linux,0,0,2016-09-26,THREE-W-INFRA-AS - NL,60144,1130,None
bluesbrothers,US,43,118,50.175.156.225,c-50-175-156-225.hsd1.tx.comcast.net,443,9030,0,0,1,0,0,1,1,1,1,Tor 0.2.5.12 on Linux,0,0,2016-12-04,COMCAST-7922 - Comcast Cable Communications- LLC- US,7922,130,None
creeper,SE,43,82,90.226.178.135,90-226-178-135-no10.tbcn.telia.com,8080,9030,0,0,1,0,0,1,1,1,1,Tor 0.2.9.9 on Linux,0,0,2014-06-21,TELIANET-SWEDEN - SE,3301,152,None
dashayut,US,43,68,47.88.11.158,47.88.11.158,9001,9030,0,0,1,0,0,0,1,1,1,Tor 0.2.9.8 on Linux,0,0,2017-01-31,CNNIC-ALIBABA-CN-NET-AP Alibaba (China) Technology Co.- Ltd.- CN,45102,260,None
fengdongheng,JP,43,495,133.130.124.185,v133-130-124-185.a057.g.tyo1.static.cnode.io,9001,6000,0,0,1,0,0,1,1,1,1,Tor 0.2.7.6 on Linux,0,0,2016-12-07,INTERQ GMO Internet-Inc- JP,7506,437,None
horortrue,CH,43,1892,46.28.205.187,hosted-by.solarcom.ch,11633,24127,0,0,1,0,0,1,1,1,1,Tor 0.2.7.6 on Linux,0,0,2016-11-15,SOLARCOM - CH,197988,1620,None
k8vps,US,43,435,96.9.242.48,vps.failsure.net,9001,9030,0,0,1,0,0,1,1,1,1,Tor 0.2.5.12 on Linux,0,0,2015-10-06,NEXEON - Nexeon Technologies- Inc.- US,20278,229,None
MINJUS,NL,43,273,95.211.118.194,95.211.118.194,7002,7003,0,1,1,0,0,1,1,1,1,Tor 0.2.9.8 on Linux,0,0,2016-11-12,LEASEWEB-NL Netherlands- NL,60781,117,None
rat,RU,43,113,217.114.147.245,host217-114-147-245.pppoe.mark-itt.net,443,9030,0,0,1,0,0,0,1,1,1,Tor 0.2.7.6 on Windows 8,0,0,2016-07-18,MARK-ITT-AS - RU,3226,245,None
skipsfw,DE,43,85,178.238.237.44,ip-44-237-238-178.static.contabo.net,9001,None,0,1,0,0,0,1,1,1,0,Tor 0.2.5.12 on Linux,0,0,2014-07-05,CONTABO - DE,51167,19,None
TorNodeBM2cXWqa,BG,43,3,176.12.58.227,176-12-58-227.pon.spectrumnet.bg,443,80,0,0,1,0,0,0,1,1,1,Tor 0.2.7.6 on Linux,0,0,2014-05-15,HOMELAN-AS - BG,29580,1560,None
ubuntugrey,ZA,43,922,129.232.231.10,129.232.231.10,18683,20430,0,0,1,0,0,1,1,1,1,Tor 0.2.7.6 on Linux,0,0,2016-12-26,HETZNER- ZA,37153,273,None
Unnamed,US,43,3354,45.79.146.227,li1245-227.members.linode.com,9001,9030,0,0,1,0,0,1,1,1,1,Tor 0.2.7.6 on Linux,0,0,2016-02-17,LINODE-AP Linode- LLC- US,63949,259,None
Unnamed,BR,43,11,191.32.200.213,191.32.200.213.dynamic.adsl.gvt.net.br,9022,None,0,1,0,0,0,0,1,1,0,Tor 0.2.8.12 on Linux,0,0,2017-01-15,TELEFÔNICA BRASIL S.A- BR,18881,13,None
default,RU,44,20,31.170.118.157,31.170.118.157,443,9030,0,0,1,0,0,0,1,1,1,Tor 0.2.4.23 on Windows 8,0,0,2017-01-24,COMCOMSYS-AS - RU,42526,576,None
DidItLateButNow42,DE,44,685,62.72.82.222,newgate.radio-do.de,9001,9030,0,0,1,0,0,1,1,1,1,Tor 0.2.9.8 on FreeBSD,0,0,2016-12-28,VERSATEL - DE,8881,213,None
erroronionn,IN,44,36,139.59.13.217,139.59.13.217,9001,9030,0,0,1,0,0,1,1,1,1,Tor 0.2.8.7 on Linux,0,0,2016-09-02,DIGITALOCEAN-AS-IN Digital Ocean- Inc.- US,135340,449,None
floberelay2,CA,44,236,69.172.174.181,69-172-174-181.cable.teksavvy.com,9001,9030,0,0,1,0,0,1,1,1,1,Tor 0.2.7.6 on Linux,0,0,2017-01-10,TEKSAVVY-WEST - TekSavvy Solutions- Inc.- CA,20375,50,None
JapaKeyFox35,PL,44,1465,192.166.218.63,192-166-218-63.arpa.teredo.pl,9001,None,0,1,1,0,0,1,1,1,0,Tor 0.2.8.6 on Linux,0,0,2016-08-18,PL-IWACOM-AS - PL,41508,95,None
karbtor,CZ,44,458,185.47.222.34,mem-185.47.222.34.jmnet.cz,9001,None,0,0,1,0,0,1,1,1,0,Tor 0.2.9.8 on Linux,0,0,2016-02-27,JMNET - CZ,62099,206,None
lanquidity,US,44,126,146.115.162.91,146-115-162-91.c3-0.wth-ubr1.sbo-wth.ma.cable.rcn.com,9001,9030,0,0,1,0,0,1,1,1,1,Tor 0.2.5.12 on Linux,0,0,2015-11-06,RCN-AS - RCN- US,6079,253,None
Maurer2,DE,44,593,82.165.142.79,hoezie02.hoezies.org,9001,9030,0,0,1,0,0,1,1,1,1,Tor 0.2.4.27 on Linux,0,0,2016-09-05,ONEANDONE-AS Brauerstrasse 48- DE,8560,81,None
NoComment,US,44,374,50.159.126.21,c-50-159-126-21.hsd1.wa.comcast.net,443,None,0,0,1,0,0,1,1,1,0,Tor 0.2.9.8 on Linux,0,0,2015-03-21,COMCAST-7922 - Comcast Cable Communications- LLC- US,7922,255,None
ocfRiven,US,44,912,192.240.123.2,192-240-123-2.static.secserverpros.com,42069,None,0,0,1,0,0,1,1,1,0,Tor 0.2.9.8 on Linux,0,0,2016-12-27,COGENT-174 - Cogent Communications- US,174,288,None
Petibonum,FR,44,272,90.112.143.167,LFbn-1-7987-167.w90-112.abo.wanadoo.fr,443,80,0,0,1,0,0,1,1,1,1,Tor 0.2.4.27 on Linux,0,0,2015-03-16,AS3215 - FR,3215,164,None
spacecowboy01,DE,44,8428,87.118.84.181,ns.km32238-11.keymachine.de,443,None,0,1,1,0,0,1,1,1,0,Tor 0.2.7.6 on Linux,0,0,2009-10-01,KEYWEB-AS - DE,31103,89,None
TorRelay2014071300,DE,44,83,178.238.228.12,mail2.blackynet.de,9001,9030,0,0,1,0,0,1,1,1,1,Tor 0.2.7.6 on Linux,0,0,2014-07-13,CONTABO - DE,51167,116,None
xtac,FR,44,1183,212.47.243.140,140-243-47-212.rev.cloud.scaleway.com,9001,9030,0,1,0,0,0,1,1,1,1,Tor 0.2.4.27 on Linux,0,0,2015-11-09,AS12876 - FR,12876,20,None
Ytegeg2,SC,44,3179,94.102.53.181,server.awesomegranite.com,9001,9030,0,1,1,0,0,1,1,1,1,Tor 0.2.4.27 on Linux,0,0,2016-08-21,QUASINETWORKS - NL,29073,93,None
Article23,HK,45,3081,14.199.113.179,014199113179.ctinets.com,9001,9030,0,0,1,0,0,1,1,1,1,Tor 0.2.7.6 on Linux,0,0,2016-01-23,HKBN-AS-AP Hong Kong Broadband Network Ltd.- HK,9269,355,None
b827ebf17d7e,US,45,186,98.248.40.56,c-98-248-40-56.hsd1.ca.comcast.net,9001,9030,0,0,1,0,0,1,1,1,1,Tor 0.2.5.12 on Linux,0,0,2017-01-25,COMCAST-7922 - Comcast Cable Communications- LLC- US,7922,525,None
blahblahblah,DE,45,20,79.233.188.86,p4FE9BC56.dip0.t-ipconnect.de,9001,None,0,0,1,0,0,0,1,1,0,Tor 0.2.9.9 on Linux,0,0,2016-11-18,DTAG Internet service provider operations- DE,3320,156,None
BlueGene,DK,45,266,80.71.133.119,80-71-133-119.u.parknet.dk,9001,9030,0,0,1,0,0,1,1,1,1,Tor 0.2.9.8 on Linux,0,0,2017-01-22,PARKNET-AS - DK,197301,204,None
bunten4b,AU,45,449,43.240.99.62,vm-43-240-99-62.intersect.nectar.org.au,443,80,0,0,1,0,0,1,1,1,1,Tor 0.2.8.9 on Linux,0,0,2016-08-25,AARNET-AS-AP Australian Academic and Reasearch Network (AARNet)- AU,7575,212,None
CanadianBacon,NL,45,4206,81.4.109.208,81.4.109.208,9001,9030,0,0,1,0,0,1,1,1,1,Tor 0.2.4.24 on Linux,0,0,2014-06-07,ASN-ROUTELABEL - NL,198203,144,None
coolclass,CH,45,910,46.28.206.126,hosted-by.solarcom.ch,32235,3025,0,0,1,0,0,1,1,1,1,Tor 0.2.7.6 on Linux,0,0,2016-12-26,SOLARCOM - CH,197988,1350,None
donkey,NL,45,6440,80.60.245.234,ip503cf5ea.speed.planet.nl,443,None,0,0,1,0,0,1,1,1,0,Tor 0.2.5.12 on Linux,0,0,2016-05-07,KPN This macro reflects our filtering-policy on- NL,1136,179,None
FriendlyTorRelayMY,MY,45,121,192.228.167.2,broadband.time.net.my,9001,9030,0,0,1,0,0,1,1,1,1,Tor 0.2.9.8 on Linux,0,0,2016-10-23,TTNET-MY TIME dotCom Berhad- MY,9930,446,None
JSRELAY,GB,45,23,86.164.76.87,host86-164-76-87.range86-164.btcentralplus.com,9001,None,0,0,1,0,0,0,1,1,0,Tor 0.2.5.12 on Linux,0,0,2016-08-10,BT-UK-AS BTnet UK Regional network- GB,2856,276,None
lifeAndLiberte,US,45,390,69.90.132.248,ip-69-90-132-248.chunkhost.com,443,80,0,0,1,0,0,1,1,1,1,Tor 0.2.9.8 on Linux,0,0,2015-06-09,PEER1 - Peer 1 Network (USA) Inc.- US,13768,304,None
loxodonta,AT,45,29,212.232.29.101,ip212232029101.rev.nessus.at,9001,9030,0,0,1,0,0,1,1,1,1,Tor 0.2.9.9 on Linux,0,0,2012-04-17,NESSUS - AT,47692,279,None
NikitaiWeb,CA,45,2472,70.38.31.121,iweb.nikita.ca,9001,9030,0,0,1,0,0,1,1,1,1,Tor 0.2.4.27 on Linux,0,0,2014-04-09,IWEB-AS - iWeb Technologies Inc.- CA,32613,204,None
sirius7,DE,45,21,94.176.251.164,94.176.251.164,443,80,0,0,1,0,0,0,1,1,1,Tor 0.2.4.27 on Linux,0,0,2015-01-02,ODR-TKG-AS - DE,29252,256,None
Unnamed,DE,45,8385,139.162.148.36,li1415-36.members.linode.com,9001,9030,0,0,1,0,0,1,1,1,1,Tor 0.2.7.6 on Linux,0,0,2016-02-19,LINODE-AP Linode- LLC- US,63949,225,None
arg,US,46,296,45.63.78.177,45.63.78.177.vultr.com,9001,9002,0,0,1,0,0,1,1,1,1,Tor 0.2.8.8 on Linux,0,0,2016-12-14,AS-CHOOPA - Choopa- LLC- US,20473,351,None
G25,RU,46,746,93.92.202.71,93-92-202-71.client.airnet.ru,9001,9030,0,0,1,0,0,1,1,1,1,Tor 0.2.8.8 on Linux,0,0,2016-10-13,AIRNET - RU,44923,207,None
geebusro,CH,46,953,84.226.125.7,adsl-84-226-125-7.adslplus.ch,443,None,0,0,1,0,0,1,1,1,0,Tor 0.2.5.12 on Linux,0,0,2016-11-12,SUNRISE - CH,6730,200,None
hdbRas3,DE,46,9,79.193.193.198,p4FC1C1C6.dip0.t-ipconnect.de,9001,9030,0,0,1,0,0,0,1,1,1,Tor 0.2.5.12 on Linux,0,0,2016-10-03,DTAG Internet service provider operations- DE,3320,329,None
laniakea,ES,46,623,178.60.165.35,35.165.60.178.dynamic.reverse-mundo-r.com,9001,9030,0,0,1,0,0,1,1,1,1,Tor 0.2.5.12 on Linux,0,0,2017-01-08,Galicia - Spain- ES,12334,190,None
TarpNL,NL,46,245,188.166.8.152,hexane.tarp.org.uk,9001,9030,0,0,1,0,0,1,1,1,1,Tor 0.2.9.9 on Linux,0,0,2015-03-01,DIGITALOCEAN-ASN-3 - NL,202018,315,[2a03:b0c0:2:d0::4cd:8001]:9001
TheBadBADdRAGON,US,46,4,198.199.118.134,198.199.118.134,443,None,0,0,1,0,0,1,1,1,0,Tor 0.2.9.8 on Linux,0,0,2015-10-12,DIGITALOCEAN-ASN - Digital Ocean- Inc.- US,14061,248,None
topsec1,DE,46,48,87.149.7.187,p579507BB.dip0.t-ipconnect.de,9001,9030,0,0,1,0,0,1,1,1,1,Tor 0.2.8.9 on Linux,0,0,2016-11-04,DTAG Internet service provider operations- DE,3320,355,None
Unnamed,CZ,46,15,93.170.169.62,gzsfev81.zomro.com,443,80,0,0,0,0,0,0,1,1,1,Tor 0.2.7.6 on Linux,0,0,2016-04-09,ITLDC-NL - UA,21100,20,None
VotezCommuniste,NL,46,1,5.2.67.151,tobias.gr,8080,None,0,0,1,0,0,0,1,1,0,Tor 0.2.9.9 on Linux,0,0,2017-01-28,LITESERVER - NL,60404,222,None
Xamot,US,46,280,138.197.223.250,138.197.223.250,9001,None,0,0,1,0,0,1,1,1,0,Tor 0.2.9.8 on FreeBSD,0,0,2017-01-09,DIGITALOCEAN-ASN - Digital Ocean- Inc.- US,14061,187,None
ahsokatano,US,47,78,23.163.0.153,23.163.0.153,9001,9030,0,0,1,0,0,0,1,1,1,Tor 0.2.6.0-alpha-dev on Linux,0,0,2017-01-30,ASN-QUADRANET-GLOBAL - QuadraNet- Inc- US,8100,361,None
CookieNode,DE,47,21,84.162.24.124,p54A2187C.dip0.t-ipconnect.de,9003,9002,0,0,1,0,0,0,1,1,1,Tor 0.2.5.12 on Linux,0,0,2016-06-19,DTAG Internet service provider operations- DE,3320,473,None
Dystopia,GB,47,186,178.62.9.153,178.62.9.153,9001,None,0,0,1,0,0,1,1,1,0,Tor 0.2.9.9 on Linux,0,0,2014-09-10,DIGITALOCEAN-ASN-2 - GB,202109,216,None
germanRelay12345,DE,47,130,84.60.45.232,dslb-084-060-045-232.084.060.pools.vodafone-ip.de,443,80,0,0,1,0,0,1,1,1,1,Tor 0.2.5.12 on Linux,0,0,2016-06-27,VODANET International IP-Backbone of Vodafone- DE,3209,152,None
grebo,CA,47,993,206.248.184.127,befuddled.reisers.ca,9001,None,0,1,0,0,0,1,1,1,0,Tor 0.2.8.11 on Linux,0,0,2015-10-08,TEKSAVVY - TekSavvy Solutions- Inc.- CA,5645,9,None
mtntoptor,US,47,582,97.86.0.137,97-86-0-137.dhcp.stls.mo.charter.com,443,9030,0,0,1,0,0,1,1,1,1,Tor 0.2.4.27 on Linux,0,0,2015-12-03,CHARTER-NET-HKY-NC - Charter Communications- US,20115,244,None
octothorpe,NL,47,668,82.196.6.199,82.196.6.199,9001,9030,0,0,1,0,0,1,1,1,1,Tor 0.2.9.8 on Linux,0,0,2016-06-29,DIGITALOCEAN-ASN-1 - EU,200130,232,None
poseidon,SE,47,896,194.218.3.79,node4.proxy.nypasalt.se,80,None,0,1,0,0,0,1,1,1,0,Tor 0.2.5.12 on Linux,0,0,2015-04-20,TELIANET-SWEDEN - SE,3301,14,None
titanj,US,47,8491,172.245.24.228,.,9001,9030,0,0,1,0,0,1,1,1,1,Tor 0.2.7.6 on Linux,0,0,2016-02-02,AS-COLOCROSSING - ColoCrossing- US,36352,175,None
yuggeit3,SG,47,338,139.162.10.72,li852-72.members.linode.com,9001,9030,0,1,1,0,0,1,1,1,1,Tor 0.2.8.12 on Linux,0,0,2015-11-27,LINODE-AP Linode- LLC- US,63949,113,None
33wessling824,DE,48,5,178.208.101.58,dsl-178-208-101-58.pool.bitel.net,9001,None,0,1,0,0,0,0,1,1,0,Tor 0.2.9.8 on Linux,0,0,2016-01-02,BICOS - DE,12466,9,None
FuckTheNSA,DE,48,49,85.216.9.254,HSI-KBW-085-216-009-254.hsi.kabelbw.de,8899,None,0,0,1,0,0,1,1,1,0,Tor 0.2.9.8 on Linux,0,0,2014-08-19,KABELBW-ASN - DE,29562,167,None
howawesomeisjoej,SG,48,150,128.199.81.48,128.199.81.48,443,80,0,0,1,0,0,1,1,1,1,Tor 0.2.8.11 on Linux,0,0,2015-06-10,DIGITALOCEAN-AS-AP Digital Ocean- Inc.- SG,133165,370,None
Innominato,IT,48,67,94.34.93.72,dynamic-adsl-94-34-93-72.clienti.tiscali.it,9011,9030,0,1,0,0,0,0,1,1,1,Tor 0.2.9.8 on Linux,0,0,2016-11-23,TISCALI-IT - IT,8612,12,None
LakeTor,DE,48,35,188.192.135.69,ipbcc08745.dynamic.kabel-deutschland.de,9001,9030,0,0,1,0,0,0,1,1,1,Tor 0.2.4.27 on Linux,0,0,2016-01-23,KABELDEUTSCHLAND-AS - DE,31334,182,None
